secID,ticker,exchangeCD,secShortName,secShortNameEN,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,settlePrice,closePrice,turnoverVol,turnoverValue,openInt,chg,chg1,chgPct,mainCon,smainCon,hh,lc,hc,ll,accstd,upbound,lowbound,signal,mkt_val1,mkt_val2,max_drawdown,pos,trans,risk_ratio
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-18,RB,L4,5620,5596,5599,5680,5575,5621,5610,1901897,106907744820,1174025,-10,1,-0.00177936,1,0,6208.0,5596.0,6171.0,5509.0,202.98152625300665,5728.4,5463.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-19,RB,L4,5621,5610,5599,5600,5287,5444,5309,3005705,163645918220,1209679,-312,-177,-0.05550614,1,0,6200.0,5596.0,6171.0,5509.0,217.94838838587458,5742.4,5477.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-20,RB,L4,5444,5309,5200,5274,5010,5150,5186,3714645,191311920590,1162027,-258,-294,-0.04739162,1,0,6166.0,5309.0,5915.0,5287.0,206.9509603746743,5480.4,5137.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-21,RB,L4,5150,5186,5187,5238,5101,5158,5112,2283610,117801756730,1133681,-38,8,-0.00737864,1,0,5900.0,5186.0,5641.0,5010.0,235.0291471286061,5328.8,5043.2,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-24,RB,L4,5158,5112,5100,5125,4807,4953,4974,4036879,199980007020,1172165,-184,-205,-0.03567274,1,0,5711.0,5112.0,5610.0,5010.0,234.64398564634038,5232.0,4992.0,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-25,RB,L4,4953,4974,4976,5025,4901,4966,4919,2456109,121990066420,1169779,-34,13,-0.00686453,1,0,5680.0,4974.0,5610.0,4807.0,264.95037271157025,5134.6,4813.4,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-26,RB,L4,4966,4919,4888,4903,4661,4806,4667,3630128,174496227880,1292360,-299,-160,-0.06020942,1,0,5600.0,4919.0,5309.0,4807.0,198.69373417397935,5055.2,4782.8,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-27,RB,L4,4806,4667,4647,4848,4626,4740,4817,3189226,151184746810,1177353,11,-66,0.00228881,1,0,5274.0,4667.0,5186.0,4661.0,148.5321514016409,4788.4,4545.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-28,RB,L4,4740,4817,4845,5004,4821,4907,4933,3430514,168353141050,1149584,193,167,0.0407173,1,0,5238.0,4667.0,5112.0,4626.0,162.1258770215292,4931.2,4702.8,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-05-31,RB,L4,4907,4933,4910,5149,4887,5030,5027,3595560,180885383370,1096371,120,123,0.02445486,1,0,5125.0,4667.0,4974.0,4626.0,97.94539294933702,5024.6,4841.4,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-01,RB,L4,5030,5027,4972,5133,4850,4977,5128,3394168,168934193080,1076347,98,-53,0.0194831,1,0,5149.0,4667.0,5027.0,4626.0,117.4955318299382,5123.4,4930.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-02,RB,L4,4977,5128,5115,5147,4976,5061,5002,2536533,128389482330,1065129,25,84,0.00502311,1,0,5149.0,4667.0,5128.0,4626.0,119.36708088916319,5228.4,5027.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-03,RB,L4,5061,5002,4981,5188,4970,5090,5148,2797515,142411921130,1102969,87,29,0.01719028,1,0,5149.0,4817.0,5128.0,4626.0,127.6264079256328,5102.4,4901.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-04,RB,L4,5090,5148,5160,5275,5094,5175,5159,3095791,160232913100,1166188,69,85,0.01355599,1,0,5188.0,4933.0,5148.0,4821.0,72.54998277050124,5213.4,5082.6,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-07,RB,L4,5175,5159,5175,5217,4955,5093,4959,2495752,127125668990,1191217,-216,-82,-0.04173913,1,0,5275.0,5002.0,5159.0,4850.0,73.64984725035086,5220.8,5097.2,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-08,RB,L4,5093,4959,4950,5020,4903,4970,5004,2189390,108816262760,1159547,-89,-123,-0.01747497,1,0,5275.0,4959.0,5159.0,4850.0,71.1702184906019,5022.2,4895.8,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-09,RB,L4,4970,5004,5004,5100,4977,5033,5035,1898245,95541468810,1115774,65,63,0.01307847,1,0,5275.0,4959.0,5159.0,4903.0,73.70685178462057,5067.2,4940.8,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-10,RB,L4,5033,5035,5040,5202,5037,5130,5168,2386753,122453177810,1282413,135,97,0.02682297,1,0,5275.0,4959.0,5159.0,4903.0,76.31972222171684,5098.2,4971.8,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-11,RB,L4,5130,5168,5191,5330,5185,5245,5322,2032513,106619223870,1210229,192,115,0.0374269,1,0,5275.0,4959.0,5168.0,4903.0,80.62691858182367,5231.2,5104.8,-1,100000.0,100000.0,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-15,RB,L4,5245,5322,5200,5228,5110,5165,5168,1761824,91001153080,1135776,-77,-80,-0.01468065,1,0,5330.0,4959.0,5322.0,4903.0,103.91679363798724,5405.8,5238.2,5,100619.98,100679.98,0.0,-2,2,0.20532701358119929
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-16,RB,L3,5165,5168,5169,5185,4996,5088,5014,1966255,100054452380,1158196,-151,-77,-0.02923524,1,0,5330.0,5004.0,5322.0,4903.0,108.5923570054542,5251.8,5084.2,-1,102159.95999999999,100680.54470479999,0.0,-2,0,0.19921699264565101
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-17,RB,L3,5088,5014,5007,5118,4973,5053,5101,2171848,109754060510,1160418,13,-35,0.00255503,1,0,5330.0,5014.0,5322.0,4977.0,79.99812497802684,5083.0,4945.0,-1,102859.93999999999,100680.47360419999,0.0,-2,0,0.19650021184146133
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-18,RB,L3,5053,5101,5090,5177,5015,5104,5061,2683467,136979516900,1162139,8,51,0.00158322,1,0,5330.0,5014.0,5322.0,4973.0,74.07901187245955,5170.8,5031.2,-1,101839.91999999998,100680.42193979998,0.009916591434916296,-2,0,0.2004714850522271
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-21,RB,L3,5104,5061,5063,5086,4885,4991,4889,2277214,113658317940,1234883,-215,-113,-0.04212382,1,0,5330.0,5014.0,5322.0,4973.0,75.5215201118198,5130.8,4991.2,-1,104099.89999999998,100681.24441619997,0.0,-2,0,0.1917773215920477
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-22,RB,L3,4991,4889,4861,4910,4820,4864,4885,1830478,89050771630,1239361,-106,-127,-0.02123823,1,0,5228.0,4889.0,5168.0,4885.0,64.25496089797267,4956.8,4821.2,-1,104639.87999999998,103261.22441619997,0.0,0,-2,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-23,RB,L3,4864,4885,4875,4975,4846,4901,4934,1936375,94914324830,1245383,70,37,0.01439145,1,0,5185.0,4885.0,5101.0,4820.0,97.39866528859619,4945.0,4825.0,-1,104639.87999999998,103261.22441619997,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-24,RB,L3,4901,4934,4951,5022,4911,4976,4933,1770624,88118341460,1190672,32,75,0.00652928,1,0,5177.0,4885.0,5101.0,4820.0,100.60964168507908,4992.4,4875.6,-1,104639.87999999998,103261.22441619997,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-25,RB,L3,4976,4933,4955,5087,4941,5021,5066,1774404,89095173690,1173304,90,45,0.01808682,1,0,5177.0,4885.0,5061.0,4820.0,92.72378335680663,4991.4,4874.6,-1,104639.87999999998,103261.22441619997,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-28,RB,L3,5021,5066,5077,5100,5005,5061,5070,1619350,81956564800,1172323,49,40,0.00975901,1,0,5087.0,4885.0,5066.0,4820.0,65.56142158312308,5115.2,5016.8,-1,104639.87999999998,103261.22441619997,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-29,RB,L3,5061,5070,5100,5170,5031,5103,5036,1737958,88702975260,1176537,-25,42,-0.00493974,1,0,5100.0,4885.0,5070.0,4820.0,81.80647896102111,5120.0,5020.0,-1,104639.87999999998,103261.22441619997,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-06-30,RB,L3,5103,5036,5085,5151,5057,5107,5147,1434058,73250247420,1219369,44,4,0.00862238,1,0,5170.0,4933.0,5070.0,4846.0,78.06920007275589,5083.4,4988.6,4,106469.84999999998,103891.19441619997,0.0,3,3,0.28779978557309893
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-01,RB,L3,5107,5147,5156,5198,5113,5156,5146,1419832,73210531560,1229702,39,49,0.00763658,1,0,5170.0,4933.0,5147.0,4911.0,55.747645690199285,5194.4,5099.6,-1,107939.81999999998,103891.39351359998,0.0,3,0,0.2866041466439355
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-02,RB,L3,5156,5146,5156,5180,5068,5115,5124,1643131,84056011440,1197107,-32,-41,-0.00620636,1,0,5198.0,5036.0,5147.0,4941.0,51.02744359655869,5187.2,5104.8,-1,106709.78999999998,103891.17732279998,0.011395516501695103,3,0,0.28760247771080805
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-05,RB,L3,5115,5124,5115,5226,5076,5153,5222,1600989,82510782220,1305433,107,38,0.02091887,1,0,5198.0,5036.0,5147.0,5005.0,33.86443562205003,5156.4,5091.6,-1,107849.75999999998,103891.77488889998,0.0008343538093726458,3,0,0.28667657674898867
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-06,RB,L3,5153,5222,5230,5305,5220,5263,5304,1395330,73438998940,1353475,151,110,0.02930332,1,0,5226.0,5036.0,5222.0,5031.0,25.674890457409454,5260.2,5183.8,-1,111149.72999999998,103892.62398849998,0.0,3,0,0.28410325423192667
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-07,RB,L3,5263,5304,5312,5440,5255,5340,5439,1950730,104173489360,1521265,176,77,0.033441,1,0,5305.0,5124.0,5304.0,5057.0,62.2511044078735,5353.4,5254.6,-1,113459.69999999998,103893.59721849998,0.0,3,0,0.282391016369689
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-08,RB,L3,5340,5439,5459,5474,5356,5410,5393,1871636,101265221360,1519485,53,70,0.00992509,1,0,5440.0,5124.0,5439.0,5068.0,93.26467712912526,5513.2,5364.8,-1,114029.66999999998,107433.56721849999,0.0,0,-3,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-09,RB,L3,5410,5393,5368,5438,5280,5356,5428,2140769,114678400120,1536789,18,-54,0.00332717,1,0,5474.0,5124.0,5439.0,5068.0,123.80508874840321,5467.2,5318.8,-1,114029.66999999998,107433.56721849999,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-12,RB,L3,5356,5428,5475,5532,5417,5465,5432,1828594,99933430000,1482566,76,109,0.01418969,1,0,5474.0,5222.0,5439.0,5076.0,99.645872970234,5500.6,5355.4,-1,114029.66999999998,107433.56721849999,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-13,RB,L3,5465,5432,5415,5460,5381,5425,5458,1516791,82288767670,1440842,-7,-40,-0.00128088,1,0,5532.0,5304.0,5439.0,5220.0,76.02433820823448,5477.6,5386.4,-1,114029.66999999998,107433.56721849999,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-14,RB,L3,5425,5458,5458,5580,5440,5498,5580,1695714,93246864820,1467966,155,73,0.02857143,1,0,5532.0,5393.0,5458.0,5255.0,51.19277292743593,5498.6,5417.4,-1,114029.66999999998,107433.56721849999,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-15,RB,L3,5498,5580,5568,5597,5501,5546,5546,1584452,87888691280,1397291,48,48,0.00873045,1,0,5580.0,5393.0,5580.0,5280.0,54.1913277194794,5640.0,5520.0,-1,114029.66999999998,107433.56721849999,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-16,RB,L2,5546,5546,5540,5579,5440,5525,5559,1865007,103053580130,1395450,13,-21,0.00234403,1,0,5597.0,5428.0,5580.0,5280.0,72.25994741210387,5606.0,5486.0,-1,114029.66999999998,107433.56721849999,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-19,RB,L2,5525,5559,5580,5650,5565,5612,5568,1558355,87464493320,1380402,43,87,0.00778281,1,0,5597.0,5432.0,5580.0,5381.0,48.111329227116705,5598.8,5519.2,-1,114029.66999999998,107433.56721849999,0.0,0,0,0.0
RB2110.XSGE,rb2110,XSGE,沪螺钢2110,Steel Rebar 2110,2021-07-20,RB,L2,5612,5568,5528,5635,5467,5546,5601,1672424,92764424010,1399389,-11,-66,-0.00196009,1,0,5650.0,5458.0,5580.0,5381.0,68.31324908098003,5607.8,5528.2,5,111809.63999999998,106863.53721849999,0.019468880336144086,-3,3,0.29761297863046515
