idx,price,time,longshort,buysell,value
3,4442.0,09:00:01,1,0,4442.0
608,4452.0,09:05:05,0,0,-4452.0
29497,4510.0,21:30:02,0,1,4510.0
29498,4514.0,21:30:03,0,0,-4514.0
