log_return,label_1,log_return_0,wap_log_return
0.0,-0.0005509642012651028,-0.0002753683068483781,5.33460297020838e-05
0.0002753683068483781,-0.0008265601793073785,0.0,-0.00025664569056083053
-0.0002753683068483781,-0.0011019284861557566,-0.0002753683068483781,-1.8812077504648528e-05
-0.0002754441554380094,-0.0008265601793073785,-0.0005508124622863875,0.00019383898162494972
0.0,-0.0005511160238693691,-0.0005508124622863875,0.00015846604897973293
0.0,-0.0005511160238693691,-0.0005508124622863875,0.00016034239302165076
0.0002754441554380094,-0.0008267879759955576,0.0,-0.00014196174154790242
-0.0002754441554380094,-0.001102232131433567,-0.0002754441554380094,-4.185589017779989e-05
0.0,-0.0008267879759955576,-0.0002754441554380094,-8.014345683093893e-05
0.0,-0.0008267879759955576,-0.0002754441554380094,-7.799340582437253e-05
0.00027552004582709344,-0.0005512679301684642,-0.0005508124622863875,-0.00012257369759005599
-0.00027552004582709344,-0.0005511160238693691,-0.0005509642012651028,0.00014691283431922386
0.0,-0.00027559597804227565,-0.00027552004582709344,0.00015491546199619677
0.00027552004582709344,-0.00027559597804227565,0.0,-0.00012441900783066728
-0.0005511160238693691,-0.0005511160238693691,-0.0008265601793073785,0.0002233836245881804
0.0,-0.00027567195212618856,-0.0005511160238693691,9.913615378387419e-05
0.0,-0.0005514199202316661,-0.0005511160238693691,9.70936124122801e-05
0.00027559597804227565,-0.00027567195212618856,-0.00027552004582709344,-0.00017795713623058873
-0.00027559597804227565,-0.0008270158982739417,-0.00027559597804227565,9.855863731189629e-05
0.0,-0.0005514199202316661,-0.0005511160238693691,1.8547159760018417e-05
0.0,-0.0005514199202316661,-0.00027559597804227565,-3.376572992408455e-05
0.0,-0.00027567195212618856,-0.00027559597804227565,-0.00011715129413936154
-0.00027567195212618856,-0.0008272439462526648,-0.0008267879759955576,-6.053957875451488e-05
0.0,-0.0005515719941264763,-0.00027567195212618856,-9.405752618896202e-05
0.0,-0.000827472120031203,-0.00027567195212618856,-8.820770993622773e-05
0.0,-0.000827472120031203,-0.00027567195212618856,0.00011777846148319782
0.0,-0.0005515719941264763,-0.0005512679301684642,4.063850259683477e-05
0.0,-0.0005515719941264763,-0.00027567195212618856,8.714158334299782e-05
0.00027567195212618856,-0.0005515719941264763,0.0,-0.00020674683923260773
0.0,-0.0005514199202316661,0.0,-0.00016086033993900628
0.0,-0.0005514199202316661,0.0,-0.00016586130528928322
0.0,-0.0005514199202316661,0.00027567195212618856,-0.00016476928238162714
-0.00027567195212618856,-0.0005514199202316661,0.0,2.4976896373374302e-05
-0.0002757479681054775,0.0,-0.0002757479681054775,0.00016527679485811575
0.0002757479681054775,0.0,0.0,-0.00011864877789946604
-0.0002757479681054775,0.0,-0.0002757479681054775,0.0001645763192108518
0.0,0.0,-0.0002757479681054775,0.0001485713372293418
0.0,0.0,-0.0005514199202316661,4.953018177644708e-05
0.0002757479681054775,0.0,-0.00027567195212618856,-0.00032702217090019303
-0.0002757479681054775,0.0,-0.0005514199202316661,-3.6528012419267952e-06
-0.00027582402602099876,0.0002757479681054775,-0.0008272439462526648,0.0002510525224970195
0.0,0.00027582402602099876,-0.0008272439462526648,-0.00014728833701305177
-0.0002759001259047267,0.00027582402602099876,-0.000827472120031203,-4.0726646494348984e-05
0.0,0.0005517241519257254,-0.0005517241519257254,0.00015067489424858138
0.0002759001259047267,0.0005517241519257254,-0.0005515719941264763,-5.104186162974145e-05
0.0,0.0005515719941264763,-0.00027582402602099876,0.00014302936212828854
0.0,0.0005515719941264763,-0.00027582402602099876,0.00011303483507063561
0.0,0.0008272439462526648,-0.00027582402602099876,0.0001052110875772172
0.00027582402602099876,0.0005515719941264763,-0.0002757479681054775,-9.192908590804905e-06
0.0,0.0002757479681054775,0.0,9.051749514732421e-05
0.0,0.0002757479681054775,0.00027582402602099876,7.595296119511374e-05
0.0,0.0005514199202316661,0.00027582402602099876,8.007983964297694e-05
0.0002757479681054775,0.0002757479681054775,0.000827472120031203,-0.00027504977596848335
-0.0002757479681054775,-0.0002757479681054775,0.0005517241519257254,7.677837924546793e-05
0.0002757479681054775,0.0,0.0005515719941264763,-0.00018934220711486205
-0.0002757479681054775,-0.0002757479681054775,0.00027582402602099876,-1.1345690536401776e-05
0.0,0.0,0.00027582402602099876,6.232257543814512e-05
