,log_return,log_return_0,wap_log_return,label_1
log_return,1.0,0.44155529940037,-0.6398386290268137,0.3648210115950664
log_return_0,0.44155529940037,1.0,-0.5472088304586968,0.06895602055364117
wap_log_return,-0.6398386290268137,-0.5472088304586968,1.0,0.029864960338698857
label_1,0.3648210115950664,0.06895602055364117,0.029864960338698857,1.0
